Id,LeaseProposalId,ConditionId,Value,CreateDate,UpdateDate
3125,1042,5,1,3/16/2024,4/3/2024
3126,1042,1,1,4/5/2024,4/1/2024
3127,1043,2,0,3/22/2024,4/4/2024
3128,1043,2,1,3/26/2024,3/30/2024
3129,1043,4,0,3/17/2024,4/2/2024
3130,1044,2,1,3/20/2024,4/1/2024
3131,1044,4,0,3/23/2024,4/4/2024
3132,1044,1,0,3/29/2024,3/29/2024
3133,1045,2,1,4/4/2024,4/5/2024
3134,1045,4,1,3/18/2024,4/5/2024
3135,1045,2,1,3/17/2024,3/31/2024
3136,1046,6,0,4/5/2024,4/3/2024
3137,1046,3,1,3/17/2024,4/6/2024
3138,1046,5,1,3/9/2024,4/1/2024
3139,1047,1,0,3/12/2024,4/6/2024
3140,1047,6,0,3/12/2024,4/6/2024
3141,1047,5,0,3/18/2024,4/4/2024
3142,1048,4,0,4/5/2024,3/30/2024
3143,1048,4,0,4/4/2024,4/4/2024
3144,1048,6,1,3/20/2024,4/5/2024
3145,1049,3,0,3/24/2024,4/2/2024
3146,1049,4,1,4/4/2024,4/5/2024
3147,1049,2,1,4/5/2024,4/5/2024
3148,1050,5,0,3/23/2024,3/30/2024
3149,1050,4,0,3/19/2024,4/1/2024
3150,1050,2,1,3/24/2024,3/29/2024
3151,1051,6,1,3/27/2024,4/2/2024
3152,1051,3,1,3/31/2024,4/6/2024
3153,1051,2,0,3/25/2024,4/2/2024
3154,1052,5,1,3/22/2024,4/3/2024
3155,1052,2,1,3/20/2024,4/6/2024
3156,1052,2,1,3/19/2024,4/3/2024
3157,1053,6,1,3/26/2024,4/2/2024
3158,1053,3,0,3/21/2024,4/1/2024
3159,1053,6,0,3/14/2024,4/3/2024
3160,1054,5,1,3/20/2024,4/5/2024
3161,1054,6,0,3/29/2024,4/6/2024
3162,1054,3,0,3/9/2024,3/29/2024
3163,1055,6,1,3/28/2024,4/1/2024
3164,1055,6,1,3/31/2024,4/1/2024
3165,1055,4,0,4/2/2024,4/4/2024
3166,1056,3,0,3/21/2024,4/5/2024
3167,1056,2,1,3/17/2024,3/31/2024
3168,1056,2,1,3/20/2024,4/4/2024
3169,1057,3,0,3/18/2024,4/4/2024
3170,1057,2,1,3/14/2024,4/5/2024
3171,1057,2,1,3/21/2024,4/1/2024
3172,1058,4,0,3/31/2024,3/29/2024
3173,1058,4,0,3/31/2024,4/1/2024
3174,1058,6,1,3/28/2024,4/6/2024
3175,1059,2,0,3/11/2024,4/5/2024
3176,1059,1,0,3/18/2024,4/1/2024
3177,1059,2,1,3/13/2024,4/6/2024
3178,1060,2,0,3/24/2024,4/5/2024
3179,1060,3,0,3/13/2024,4/2/2024
3180,1060,2,0,4/5/2024,3/31/2024
3181,1061,2,0,3/26/2024,4/1/2024
3182,1061,5,1,4/1/2024,4/5/2024
3183,1061,4,0,3/25/2024,3/30/2024
3184,1062,3,0,3/24/2024,4/1/2024
3185,1062,3,1,3/15/2024,4/3/2024
3186,1062,2,0,3/27/2024,4/3/2024
3187,1063,6,0,3/14/2024,4/1/2024
3188,1063,6,1,3/22/2024,4/4/2024
3189,1063,6,0,3/17/2024,4/1/2024
3190,1064,4,0,3/13/2024,3/29/2024
3191,1064,3,0,3/22/2024,4/6/2024
3192,1064,5,0,4/6/2024,4/5/2024
3193,1065,1,1,3/9/2024,4/2/2024
3194,1065,3,1,3/23/2024,3/30/2024
3195,1065,2,0,3/16/2024,4/2/2024
3196,1066,6,1,3/26/2024,4/6/2024
3197,1066,3,0,4/5/2024,3/31/2024
3198,1066,3,1,4/2/2024,3/31/2024
3199,1067,5,0,3/9/2024,4/1/2024
3200,1067,4,1,3/24/2024,4/6/2024
3201,1067,3,0,3/23/2024,3/31/2024
3202,1068,6,0,3/15/2024,4/5/2024
3203,1068,4,0,4/6/2024,4/1/2024
3204,1068,5,0,3/27/2024,3/31/2024
3205,1069,4,0,3/16/2024,4/1/2024
3206,1069,6,0,3/22/2024,4/1/2024
3207,1069,4,1,3/12/2024,4/1/2024
3208,1070,4,0,4/6/2024,4/3/2024
3209,1070,1,1,4/1/2024,4/2/2024
3210,1070,1,1,3/17/2024,3/29/2024
3211,1071,2,1,4/3/2024,4/5/2024
3212,1071,1,1,3/28/2024,4/6/2024
3213,1071,3,1,3/9/2024,4/5/2024
3214,1072,3,0,3/31/2024,4/4/2024
3215,1072,3,1,3/25/2024,4/2/2024
3216,1072,2,0,3/28/2024,3/31/2024
3217,1073,6,0,3/31/2024,4/5/2024
3218,1073,2,0,4/4/2024,4/4/2024
3219,1073,5,0,3/30/2024,4/1/2024
3220,1074,5,1,3/14/2024,3/29/2024
3221,1074,1,0,3/13/2024,4/6/2024
3222,1074,4,0,3/16/2024,4/2/2024
3223,1075,4,1,3/10/2024,4/5/2024
3224,1075,5,1,4/1/2024,4/6/2024
3225,1075,5,0,3/12/2024,4/6/2024
3226,1076,1,0,3/23/2024,3/30/2024
3227,1076,4,1,3/18/2024,4/4/2024
3228,1076,3,1,3/22/2024,3/29/2024
3229,1077,5,0,3/23/2024,4/4/2024
3230,1077,1,0,3/14/2024,3/31/2024
3231,1077,3,0,4/4/2024,4/1/2024
3232,1078,4,1,4/4/2024,4/1/2024
3233,1078,2,1,3/18/2024,4/5/2024
3234,1078,2,1,3/25/2024,4/2/2024
3235,1079,5,0,3/10/2024,4/6/2024
3236,1079,2,0,4/1/2024,3/31/2024
3237,1079,5,0,3/10/2024,4/3/2024
3238,1080,6,1,3/16/2024,3/31/2024
3239,1080,1,0,3/16/2024,4/3/2024
3240,1080,2,1,3/15/2024,4/1/2024
3241,1081,3,0,3/30/2024,4/1/2024
3242,1081,1,0,3/26/2024,4/4/2024
3243,1081,2,1,3/16/2024,4/6/2024
3244,1082,4,1,3/23/2024,3/31/2024
3245,1082,4,0,4/1/2024,4/2/2024
3246,1082,4,1,3/17/2024,4/6/2024
3247,1083,2,0,4/1/2024,4/2/2024
3248,1083,2,0,3/18/2024,3/30/2024
3249,1083,5,1,3/21/2024,4/2/2024
3250,1084,5,1,4/2/2024,3/31/2024
3251,1084,4,1,3/11/2024,4/5/2024
3252,1084,2,0,3/26/2024,4/5/2024
3253,1085,1,0,3/16/2024,3/31/2024
3254,1085,2,1,3/16/2024,4/2/2024
3255,1085,6,0,4/3/2024,3/29/2024
3256,1086,3,0,3/29/2024,4/4/2024
3257,1086,6,0,4/2/2024,3/30/2024
3258,1086,2,0,3/23/2024,3/29/2024
3259,1087,5,1,3/22/2024,3/29/2024
3260,1087,1,0,3/14/2024,3/30/2024
3261,1087,6,0,3/16/2024,3/30/2024
3262,1088,4,1,3/30/2024,4/3/2024
3263,1088,4,1,3/11/2024,4/5/2024
3264,1088,6,1,3/10/2024,4/2/2024
3265,1089,6,0,3/10/2024,4/1/2024
3266,1089,5,0,4/1/2024,4/3/2024
3267,1089,6,0,3/23/2024,4/2/2024
3268,1090,5,0,3/21/2024,3/29/2024
3269,1090,1,1,3/9/2024,3/29/2024
3270,1090,5,0,3/20/2024,4/3/2024
3271,1091,3,0,3/26/2024,4/4/2024
3272,1091,4,0,3/11/2024,4/2/2024
3273,1091,2,0,3/16/2024,4/1/2024
3274,1092,1,1,3/30/2024,4/5/2024
3275,1092,3,1,3/14/2024,4/2/2024
3276,1092,5,1,3/23/2024,4/4/2024
3277,1093,2,1,3/31/2024,3/30/2024
3278,1093,1,0,3/16/2024,3/30/2024
3279,1093,6,1,4/2/2024,4/5/2024
3280,1094,4,1,3/13/2024,3/29/2024
3281,1094,1,0,3/25/2024,4/4/2024
3282,1094,1,0,4/3/2024,4/6/2024
3283,1095,4,1,3/21/2024,4/2/2024
3284,1095,1,0,3/28/2024,4/1/2024
3285,1095,4,1,4/6/2024,3/31/2024
3286,1096,3,0,4/5/2024,3/30/2024
3287,1096,1,1,3/22/2024,3/29/2024
3288,1096,3,0,3/14/2024,4/5/2024
3289,1097,5,0,4/5/2024,3/30/2024
3290,1097,2,0,3/15/2024,4/1/2024
3291,1097,5,0,3/13/2024,4/4/2024
3292,1098,2,1,4/4/2024,3/31/2024
3293,1098,6,1,3/18/2024,3/30/2024
3294,1098,5,1,4/5/2024,4/3/2024
3295,1099,1,1,3/21/2024,4/1/2024
3296,1099,5,1,3/9/2024,4/6/2024
3297,1099,5,0,3/21/2024,4/3/2024
3298,1100,3,0,4/2/2024,4/4/2024
3299,1100,6,1,3/27/2024,4/4/2024
3300,1100,4,0,3/31/2024,3/31/2024
3301,1101,1,1,3/30/2024,3/31/2024
3302,1101,2,1,4/3/2024,4/1/2024
3303,1101,3,0,4/5/2024,4/4/2024
3304,1102,3,0,3/20/2024,4/4/2024
3305,1102,3,0,3/14/2024,4/2/2024
3306,1102,6,0,4/4/2024,3/29/2024
3307,1103,3,0,3/27/2024,4/3/2024
3308,1103,3,1,3/31/2024,4/4/2024
3309,1103,6,1,3/12/2024,4/1/2024
3310,1104,6,1,3/10/2024,4/5/2024
3311,1104,6,0,3/13/2024,4/5/2024
3312,1104,5,1,4/5/2024,3/29/2024
3313,1105,4,1,3/11/2024,4/3/2024
3314,1105,2,1,3/15/2024,4/6/2024
3315,1105,5,0,4/1/2024,3/30/2024
3316,1106,2,0,3/29/2024,4/2/2024
3317,1106,2,0,3/25/2024,4/6/2024
3318,1106,5,0,3/14/2024,4/5/2024
3319,1107,3,0,3/14/2024,4/5/2024
3320,1107,3,0,3/21/2024,4/2/2024
3321,1107,2,0,4/2/2024,4/1/2024
3322,1108,1,0,3/24/2024,4/5/2024
3323,1108,4,0,3/12/2024,4/1/2024
3324,1108,1,0,3/28/2024,3/30/2024
3325,1109,3,1,3/14/2024,4/4/2024
3326,1109,1,1,3/17/2024,3/30/2024
3327,1109,5,1,3/28/2024,4/1/2024
3328,1110,3,0,3/31/2024,3/30/2024
3329,1110,2,0,3/31/2024,3/29/2024
3330,1110,1,0,3/17/2024,3/30/2024
3331,1111,3,1,3/25/2024,4/6/2024
3332,1111,3,0,3/9/2024,4/2/2024
3333,1111,1,0,4/2/2024,4/5/2024
3334,1112,1,1,3/22/2024,4/2/2024
3335,1112,6,0,3/22/2024,4/5/2024
3336,1112,3,1,4/3/2024,4/4/2024
3337,1113,6,1,3/10/2024,4/3/2024
3338,1113,2,1,3/12/2024,3/31/2024
3339,1113,2,0,3/23/2024,4/4/2024
3340,1114,5,0,3/13/2024,4/5/2024
3341,1114,1,1,4/1/2024,4/3/2024
3342,1114,5,1,3/23/2024,3/30/2024
3343,1115,1,1,3/22/2024,3/30/2024
3344,1115,1,1,3/28/2024,4/6/2024
3345,1115,2,1,4/3/2024,4/2/2024
3346,1116,2,1,3/22/2024,3/31/2024
3347,1116,5,0,4/4/2024,4/3/2024
3348,1116,5,1,4/3/2024,4/5/2024
3349,1117,5,0,3/21/2024,4/5/2024
3350,1117,4,1,3/18/2024,4/6/2024
3351,1117,6,1,3/15/2024,3/30/2024
3352,1118,4,0,3/23/2024,4/3/2024
3353,1118,2,0,4/5/2024,3/31/2024
3354,1118,4,1,3/27/2024,3/29/2024
3355,1119,6,0,3/17/2024,4/5/2024
3356,1119,5,0,3/28/2024,4/3/2024
3357,1119,3,0,4/2/2024,4/1/2024
3358,1120,6,1,3/22/2024,4/1/2024
3359,1120,5,1,3/27/2024,3/29/2024
3360,1120,3,1,3/20/2024,4/1/2024
3361,1121,4,0,3/30/2024,4/2/2024
3362,1121,3,0,3/20/2024,3/31/2024
3363,1121,3,1,3/31/2024,4/6/2024
3364,1122,5,1,3/15/2024,4/5/2024
3365,1122,2,0,3/27/2024,3/30/2024
3366,1122,3,1,3/20/2024,4/6/2024
3367,1123,5,0,4/6/2024,3/30/2024
3368,1123,5,1,3/22/2024,4/6/2024
3369,1123,5,0,3/20/2024,3/31/2024
3370,1124,3,1,3/11/2024,4/1/2024
3371,1124,5,0,3/31/2024,4/6/2024
3372,1124,3,0,4/5/2024,3/30/2024
3373,1125,4,0,3/20/2024,3/31/2024
3374,1125,3,0,4/4/2024,4/4/2024
3375,1125,3,1,3/12/2024,4/4/2024
3376,1126,1,1,3/31/2024,4/4/2024
3377,1126,6,1,3/12/2024,4/5/2024
3378,1126,2,0,3/28/2024,3/29/2024
3379,1127,6,0,3/19/2024,3/29/2024
3380,1127,5,1,4/4/2024,3/29/2024
3381,1127,5,1,3/10/2024,4/5/2024
3382,1128,6,1,4/4/2024,4/6/2024
3383,1128,3,1,3/13/2024,3/31/2024
3384,1128,6,1,3/20/2024,4/4/2024
3385,1129,1,1,3/30/2024,4/2/2024
3386,1129,6,1,4/5/2024,4/6/2024
3387,1129,1,1,3/20/2024,3/30/2024
3388,1130,6,1,3/31/2024,3/31/2024
3389,1130,5,0,3/21/2024,4/4/2024
3390,1130,6,1,4/1/2024,4/3/2024
3391,1131,2,0,3/30/2024,4/4/2024
3392,1131,1,0,3/28/2024,4/5/2024
3393,1131,3,1,3/22/2024,3/29/2024
3394,1132,2,1,4/2/2024,4/1/2024
3395,1132,5,1,3/22/2024,4/3/2024
3396,1132,2,0,3/28/2024,3/31/2024
3397,1133,6,0,4/6/2024,4/4/2024
3398,1133,6,1,3/30/2024,3/31/2024
3399,1133,5,0,3/26/2024,3/29/2024
3400,1134,4,1,4/6/2024,3/29/2024
3401,1134,3,1,3/14/2024,4/6/2024
3402,1134,5,0,4/6/2024,4/1/2024
3403,1135,1,1,3/9/2024,4/2/2024
3404,1135,4,0,3/12/2024,4/5/2024
3405,1135,6,1,3/17/2024,3/30/2024
3406,1136,4,1,3/21/2024,4/2/2024
3407,1136,2,0,3/11/2024,4/1/2024
3408,1136,1,1,3/24/2024,4/3/2024
3409,1137,2,0,3/20/2024,4/1/2024
3410,1137,6,0,3/23/2024,3/29/2024
3411,1137,2,0,4/5/2024,3/29/2024
3412,1138,6,1,3/11/2024,3/30/2024
3413,1138,2,1,3/11/2024,3/30/2024
3414,1138,2,0,3/18/2024,3/30/2024
3415,1139,6,1,3/28/2024,4/4/2024
3416,1139,1,1,3/21/2024,4/5/2024
3417,1139,3,0,3/23/2024,4/4/2024
3418,1140,1,0,3/24/2024,3/31/2024
3419,1140,2,0,3/19/2024,4/6/2024
3420,1140,4,0,3/10/2024,4/6/2024
3421,1141,3,1,3/23/2024,3/29/2024
3422,1141,4,1,4/4/2024,3/29/2024
3423,1141,6,0,3/25/2024,3/31/2024
3424,1142,3,1,3/26/2024,3/30/2024
3425,1142,1,1,4/5/2024,4/4/2024
3426,1142,3,1,3/24/2024,4/6/2024
3427,1143,4,0,3/23/2024,4/6/2024
3428,1143,2,0,3/19/2024,3/29/2024
3429,1143,2,0,3/22/2024,3/30/2024
3430,1144,3,1,3/31/2024,3/30/2024
3431,1144,3,1,3/26/2024,4/1/2024
3432,1144,4,0,3/14/2024,4/4/2024
3433,1145,3,1,3/16/2024,4/6/2024
3434,1145,5,1,3/31/2024,4/4/2024
3435,1145,3,1,3/9/2024,4/4/2024
3436,1146,4,1,3/28/2024,3/29/2024
3437,1146,6,1,3/16/2024,4/1/2024
3438,1146,2,0,3/14/2024,4/4/2024
3439,1147,5,1,3/24/2024,4/3/2024
3440,1147,3,1,3/22/2024,3/30/2024
3441,1147,2,1,3/21/2024,3/30/2024
3442,1148,5,0,4/5/2024,4/6/2024
3443,1148,1,1,4/6/2024,4/4/2024
3444,1148,1,1,4/5/2024,4/6/2024
3445,1149,2,0,4/5/2024,4/3/2024
3446,1149,4,1,3/15/2024,3/29/2024
3447,1149,3,1,3/26/2024,4/1/2024
3448,1150,2,1,4/2/2024,4/6/2024
3449,1150,4,0,3/11/2024,4/4/2024
3450,1150,3,0,3/19/2024,4/4/2024
3451,1151,1,1,3/14/2024,3/31/2024
3452,1151,2,1,3/16/2024,4/3/2024
3453,1151,5,1,3/11/2024,4/3/2024
3454,1152,3,0,3/18/2024,4/6/2024
3455,1152,4,0,3/22/2024,3/30/2024
3456,1152,1,1,3/11/2024,4/6/2024
3457,1153,1,0,3/15/2024,4/5/2024
3458,1153,4,1,3/30/2024,4/4/2024
3459,1153,2,0,3/29/2024,3/30/2024
3460,1154,5,0,3/10/2024,3/30/2024
3461,1154,3,1,3/15/2024,4/3/2024
3462,1154,2,1,3/9/2024,4/3/2024
3463,1155,3,1,4/2/2024,3/30/2024
3464,1155,4,1,3/19/2024,3/29/2024
3465,1155,2,0,3/18/2024,4/4/2024
3466,1156,3,0,3/29/2024,4/4/2024
3467,1156,6,0,3/9/2024,3/30/2024
3468,1156,3,1,3/25/2024,4/2/2024
3469,1157,5,1,3/22/2024,4/5/2024
3470,1157,2,1,3/18/2024,4/2/2024
3471,1157,3,1,3/30/2024,4/6/2024
3472,1158,5,1,3/31/2024,4/5/2024
3473,1158,1,0,4/1/2024,4/4/2024
3474,1158,4,1,3/14/2024,4/4/2024
3475,1159,6,1,3/26/2024,4/1/2024
3476,1159,4,0,3/12/2024,3/31/2024
3477,1159,3,1,3/30/2024,3/30/2024
3478,1160,1,0,3/29/2024,4/6/2024
3479,1160,2,1,3/31/2024,3/30/2024
3480,1160,5,0,3/22/2024,4/5/2024
3481,1161,6,0,3/30/2024,4/6/2024
3482,1161,2,1,3/11/2024,4/4/2024
3483,1161,1,1,3/28/2024,4/2/2024
3484,1162,3,0,3/31/2024,4/4/2024
3485,1162,3,0,4/3/2024,3/29/2024
3486,1162,1,1,3/19/2024,4/1/2024
3487,1163,5,1,3/10/2024,3/30/2024
3488,1163,6,1,3/29/2024,4/2/2024
3489,1163,3,0,3/20/2024,3/29/2024
3490,1164,6,1,3/15/2024,4/3/2024
3491,1164,5,1,3/30/2024,4/1/2024
3492,1164,6,1,3/16/2024,3/29/2024
3493,1165,4,0,3/17/2024,3/31/2024
3494,1165,6,0,3/18/2024,3/29/2024
3495,1165,6,0,4/4/2024,4/6/2024
3496,1166,2,1,4/4/2024,4/5/2024
3497,1166,3,0,3/13/2024,4/1/2024
3498,1166,2,0,3/14/2024,3/31/2024
3499,1167,3,0,3/20/2024,4/4/2024
3500,1167,2,0,4/6/2024,3/30/2024
3501,1167,1,0,4/3/2024,4/6/2024
3502,1168,3,1,4/2/2024,4/2/2024
3503,1168,4,0,4/5/2024,4/3/2024
3504,1168,2,1,3/21/2024,4/4/2024
3505,1169,2,0,3/25/2024,4/4/2024
3506,1169,2,0,4/2/2024,3/30/2024
3507,1169,3,1,3/19/2024,4/2/2024
3508,1170,1,1,3/31/2024,3/31/2024
3509,1170,4,1,3/11/2024,4/4/2024
3510,1170,4,1,3/15/2024,3/31/2024
3511,1171,1,0,3/23/2024,4/1/2024
3512,1171,4,1,4/6/2024,4/5/2024
3513,1171,4,0,3/22/2024,4/4/2024
3514,1172,6,0,3/24/2024,4/1/2024
3515,1172,6,0,3/23/2024,4/4/2024
3516,1172,6,0,3/10/2024,4/2/2024
3517,1173,2,1,3/29/2024,3/30/2024
3518,1173,3,0,4/4/2024,4/2/2024
3519,1173,5,0,3/11/2024,4/2/2024
3520,1174,4,1,3/23/2024,3/29/2024
3521,1174,2,0,3/22/2024,3/31/2024
3522,1174,6,0,4/2/2024,3/30/2024
3523,1175,1,0,3/12/2024,4/6/2024
3524,1175,2,0,3/19/2024,3/30/2024
3525,1175,2,1,3/24/2024,3/31/2024
3526,1176,4,1,3/21/2024,4/1/2024
3527,1176,3,0,3/16/2024,4/5/2024
3528,1176,2,0,3/11/2024,4/1/2024
3529,1177,5,0,4/2/2024,4/2/2024
3530,1177,6,1,3/24/2024,3/31/2024
3531,1177,2,1,4/2/2024,4/4/2024
3532,1178,6,1,3/24/2024,4/4/2024
3533,1178,3,0,3/28/2024,4/2/2024
3534,1178,3,0,3/20/2024,3/30/2024
3535,1179,1,0,3/18/2024,4/3/2024
3536,1179,3,0,4/1/2024,3/31/2024
3537,1179,6,0,3/11/2024,4/4/2024
3538,1180,4,0,4/5/2024,4/6/2024
3539,1180,4,1,4/4/2024,4/2/2024
3540,1180,4,0,3/20/2024,4/1/2024
3541,1181,2,1,3/31/2024,4/4/2024
3542,1181,2,1,3/28/2024,4/4/2024
3543,1181,6,1,3/20/2024,4/2/2024
3544,1182,4,1,3/16/2024,3/30/2024
3545,1182,5,0,4/2/2024,3/29/2024
3546,1182,5,0,3/10/2024,4/5/2024
3547,1183,1,0,3/17/2024,3/29/2024
3548,1183,2,1,3/15/2024,4/6/2024
3549,1183,2,0,3/27/2024,3/31/2024
3550,1184,3,0,4/3/2024,4/1/2024
3551,1184,5,0,3/15/2024,4/2/2024
3552,1184,6,1,3/27/2024,4/5/2024
3553,1185,3,1,4/6/2024,3/31/2024
3554,1185,4,1,3/30/2024,4/2/2024
3555,1185,2,1,4/4/2024,3/31/2024
3556,1186,3,0,3/25/2024,4/1/2024
3557,1186,1,1,3/9/2024,3/30/2024
3558,1186,4,1,4/5/2024,3/31/2024
3559,1187,5,0,3/14/2024,4/1/2024
3560,1187,5,0,3/20/2024,4/6/2024
3561,1187,5,0,4/2/2024,4/5/2024
3562,1188,1,1,4/2/2024,4/4/2024
3563,1188,5,0,3/25/2024,4/3/2024
3564,1188,3,1,3/14/2024,3/30/2024
3565,1189,6,1,3/14/2024,4/3/2024
3566,1189,3,1,3/14/2024,4/3/2024
3567,1189,4,1,3/30/2024,4/6/2024
3568,1190,6,1,3/18/2024,4/2/2024
3569,1190,6,0,4/3/2024,3/29/2024
3570,1190,2,0,3/9/2024,3/29/2024
3571,1191,3,0,4/1/2024,4/4/2024
3572,1191,1,1,3/9/2024,4/4/2024
3573,1191,4,1,3/19/2024,3/29/2024
3574,1192,3,1,3/27/2024,4/4/2024
3575,1192,5,0,3/28/2024,4/5/2024
3576,1192,1,1,3/18/2024,4/2/2024
3577,1193,1,0,3/12/2024,4/4/2024
3578,1193,5,0,3/15/2024,4/3/2024
3579,1193,6,1,4/4/2024,4/5/2024
3580,1194,5,1,3/16/2024,4/3/2024
3581,1194,2,0,3/21/2024,4/3/2024
3582,1194,4,1,3/14/2024,4/5/2024
3583,1195,1,0,3/13/2024,4/1/2024
3584,1195,4,1,3/31/2024,3/30/2024
3585,1195,3,0,3/25/2024,3/31/2024
3586,1196,2,1,3/31/2024,4/2/2024
3587,1196,5,1,3/18/2024,4/3/2024
3588,1196,4,0,4/2/2024,4/4/2024
3589,1197,1,1,3/10/2024,4/6/2024
3590,1197,5,0,3/27/2024,4/2/2024
3591,1197,2,0,3/26/2024,4/3/2024
3592,1198,3,1,3/17/2024,4/4/2024
3593,1198,1,0,3/19/2024,4/3/2024
3594,1198,4,0,3/26/2024,3/31/2024
3595,1199,3,0,3/10/2024,3/30/2024
3596,1199,5,1,3/21/2024,3/30/2024
3597,1199,2,1,3/22/2024,4/3/2024
3598,1200,4,1,3/21/2024,4/6/2024
3599,1200,5,0,4/4/2024,4/2/2024
3600,1200,6,0,3/10/2024,4/6/2024
3601,1201,4,1,3/24/2024,4/2/2024
3602,1201,1,0,3/29/2024,4/4/2024
3603,1201,6,1,4/4/2024,4/3/2024
3604,1202,3,0,3/31/2024,4/4/2024
3605,1202,2,0,3/31/2024,3/29/2024
3606,1202,3,0,3/18/2024,4/5/2024
3607,1203,4,1,3/22/2024,4/5/2024
3608,1203,1,1,3/10/2024,4/2/2024
3609,1203,2,0,3/27/2024,3/31/2024
3610,1204,3,1,3/30/2024,4/5/2024
3611,1204,4,1,3/27/2024,3/30/2024
3612,1204,6,0,4/5/2024,3/31/2024
3613,1205,2,0,3/30/2024,4/3/2024
3614,1205,6,0,3/18/2024,4/3/2024
3615,1205,6,1,3/25/2024,4/2/2024
3616,1206,5,0,3/12/2024,3/31/2024
3617,1206,3,1,4/5/2024,4/1/2024
3618,1206,1,0,3/23/2024,3/31/2024
3619,1207,3,0,4/4/2024,3/30/2024
3620,1207,4,0,3/21/2024,4/3/2024
3621,1207,3,0,3/30/2024,3/29/2024
3622,1208,4,1,3/22/2024,4/6/2024
3623,1208,1,1,3/17/2024,4/5/2024
3624,1208,4,0,4/1/2024,4/6/2024
3625,1209,5,1,3/24/2024,3/30/2024
3626,1209,5,0,3/24/2024,4/2/2024
3627,1209,6,1,3/11/2024,3/30/2024
3628,1210,5,0,3/11/2024,4/4/2024
3629,1210,3,0,4/2/2024,4/6/2024
3630,1210,6,1,4/5/2024,4/4/2024
3631,1211,3,1,4/1/2024,3/30/2024
3632,1211,1,0,3/10/2024,4/2/2024
3633,1211,4,1,3/23/2024,3/30/2024
3634,1212,6,0,3/20/2024,4/6/2024
3635,1212,1,0,3/27/2024,4/5/2024
3636,1212,5,1,4/1/2024,4/2/2024
3637,1213,6,1,3/12/2024,3/31/2024
3638,1213,5,0,3/18/2024,3/29/2024
3639,1213,1,1,3/30/2024,4/2/2024
3640,1214,6,0,3/25/2024,4/1/2024
3641,1214,3,0,3/26/2024,4/4/2024
3642,1214,2,0,3/28/2024,3/29/2024
3643,1215,5,0,3/15/2024,4/3/2024
3644,1215,4,1,3/14/2024,4/5/2024
3645,1215,6,1,4/6/2024,3/30/2024
3646,1216,3,0,4/4/2024,3/30/2024
3647,1216,2,0,3/26/2024,4/2/2024
3648,1216,6,1,4/6/2024,3/29/2024
3649,1217,5,1,3/13/2024,4/6/2024
3650,1217,1,1,3/16/2024,4/5/2024
3651,1217,6,0,3/31/2024,4/4/2024
3652,1218,4,0,3/27/2024,4/5/2024
3653,1218,6,0,3/25/2024,4/5/2024
3654,1218,3,0,4/6/2024,4/4/2024
3655,1219,6,0,3/22/2024,3/30/2024
3656,1219,6,0,3/27/2024,4/5/2024
3657,1219,4,1,3/13/2024,4/1/2024
3658,1220,4,1,3/15/2024,4/4/2024
3659,1220,1,1,3/29/2024,3/29/2024
3660,1220,1,0,3/21/2024,4/1/2024
3661,1221,3,1,3/18/2024,4/1/2024
3662,1221,2,0,4/3/2024,3/30/2024
3663,1221,5,1,3/20/2024,4/2/2024
3664,1222,1,0,3/13/2024,3/29/2024
3665,1222,1,1,3/9/2024,3/29/2024
3666,1222,2,0,3/22/2024,4/2/2024
3667,1223,1,0,3/15/2024,4/3/2024
3668,1223,2,1,4/3/2024,3/31/2024
3669,1223,2,1,3/10/2024,4/4/2024
3670,1224,5,1,3/21/2024,3/29/2024
3671,1224,2,1,3/20/2024,3/31/2024
3672,1224,6,1,3/14/2024,3/29/2024
3673,1225,5,1,3/26/2024,4/1/2024
3674,1225,5,0,4/1/2024,4/3/2024
3675,1225,2,0,3/22/2024,4/1/2024
3676,1226,6,0,3/17/2024,3/30/2024
3677,1226,4,0,3/20/2024,3/30/2024
3678,1226,2,0,3/29/2024,4/1/2024
3679,1227,4,1,3/12/2024,4/1/2024
3680,1227,2,0,3/20/2024,4/1/2024
3681,1227,5,0,3/26/2024,4/3/2024
3682,1228,1,1,3/19/2024,4/4/2024
3683,1228,2,1,3/12/2024,3/31/2024
3684,1228,6,0,3/10/2024,4/5/2024
3685,1229,1,0,3/23/2024,4/6/2024
3686,1229,6,1,4/5/2024,4/4/2024
3687,1229,4,1,3/27/2024,3/29/2024
3688,1230,6,1,3/15/2024,4/4/2024
3689,1230,5,0,3/12/2024,4/4/2024
3690,1230,4,1,3/27/2024,4/4/2024
3691,1231,2,0,3/29/2024,4/1/2024
3692,1231,3,1,3/26/2024,3/31/2024
3693,1231,4,1,3/23/2024,4/1/2024
3694,1232,5,0,3/29/2024,3/31/2024
3695,1232,4,0,3/21/2024,4/1/2024
3696,1232,6,0,4/1/2024,4/4/2024
3697,1233,2,0,3/29/2024,4/1/2024
3698,1233,3,0,3/10/2024,4/5/2024
3699,1233,3,1,3/27/2024,4/6/2024
3700,1234,6,0,3/21/2024,3/31/2024
3701,1234,6,1,3/13/2024,4/4/2024
3702,1234,3,0,4/2/2024,3/30/2024
3703,1235,5,0,3/20/2024,4/3/2024
3704,1235,2,1,3/14/2024,4/3/2024
3705,1235,3,1,3/11/2024,3/30/2024
