Id,EmployeeId,ProposalId,CustomerId,DealershipCarId,LeaseSignDate,LeaseStartDate,LeaseEndDate,LeaseUniqueNumber,TotalPrice,Description,CreateDate,UpdateDate
1008,9,10,26698,9882,11/22/2021,12/9/2021,3/30/2022,1008,42022.65,Empty Description ,8/27/2022,8/27/2022
1009,9,2,8760,2701,10/15/2023,10/22/2023,10/19/2024,1009,28536.84,Empty Description ,1/3/2024,1/3/2024
1010,4,7,4194,8558,8/26/2021,9/7/2021,5/10/2022,1010,12320.54,Empty Description ,3/2/2024,3/2/2024
1011,2,9,5311,7125,10/26/2022,10/29/2022,3/4/2023,1011,44622.77,Empty Description ,1/20/2022,1/20/2022
1012,4,5,1235,8980,11/10/2021,12/7/2021,11/19/2022,1012,12930.98,Empty Description ,1/2/2022,1/2/2022
1013,5,6,15589,8797,1/25/2024,2/9/2024,11/11/2024,1013,18790.91,Empty Description ,12/6/2023,12/6/2023
1014,7,10,9763,4684,4/23/2021,5/20/2021,12/26/2021,1014,25212.75,Empty Description ,10/28/2022,10/28/2022
1015,5,6,28063,9190,7/9/2023,8/6/2023,6/7/2024,1015,17917.7,Empty Description ,4/27/2022,4/27/2022
1016,10,9,5684,3155,2/2/2022,2/12/2022,1/20/2023,1016,46025.51,Empty Description ,2/7/2023,2/7/2023
1017,6,4,20149,8200,4/7/2021,4/9/2021,1/30/2022,1017,43650.42,Empty Description ,1/19/2023,1/19/2023
1018,3,4,1434,5458,9/30/2021,10/14/2021,8/21/2022,1018,39657.86,Empty Description ,10/10/2023,10/10/2023
1019,1,2,17447,7268,11/6/2023,12/1/2023,10/1/2024,1019,2530.59,Empty Description ,2/5/2024,2/5/2024
1020,10,7,10635,6344,4/16/2021,4/28/2021,2/3/2022,1020,29690.48,Empty Description ,10/15/2021,10/15/2021
1021,1,10,19608,1739,2/7/2023,2/25/2023,9/2/2023,1021,44343.34,Empty Description ,1/3/2022,1/3/2022
1022,3,4,24282,756,11/25/2021,12/18/2021,10/22/2022,1022,24380.71,Empty Description ,11/19/2023,11/19/2023
1023,9,5,12815,3355,2/23/2022,2/25/2022,11/1/2022,1023,39203.71,Empty Description ,11/3/2022,11/3/2022
1024,1,7,29880,9689,6/5/2021,7/2/2021,5/8/2022,1024,18724.86,Empty Description ,8/29/2023,8/29/2023
1025,4,4,15460,6892,8/24/2023,9/3/2023,2/11/2024,1025,34868.01,Empty Description ,5/8/2022,5/8/2022
1026,2,6,12336,8767,7/14/2022,7/20/2022,12/6/2022,1026,18445.53,Empty Description ,11/11/2023,11/11/2023
1027,10,2,2977,5425,6/19/2023,6/27/2023,1/5/2024,1027,35807.96,Empty Description ,6/10/2021,6/10/2021
1028,9,7,2237,6013,12/9/2023,12/24/2023,4/26/2024,1028,2395.77,Empty Description ,11/9/2022,11/9/2022
1029,6,7,299,1350,5/8/2021,5/21/2021,3/29/2022,1029,32903.79,Empty Description ,2/16/2023,2/16/2023
1030,6,2,6316,6504,5/7/2021,5/25/2021,2/20/2022,1030,30934.38,Empty Description ,5/31/2022,5/31/2022
1031,9,3,8703,4616,1/23/2024,2/2/2024,10/2/2024,1031,21155.84,Empty Description ,6/19/2021,6/19/2021
1032,7,6,10681,3739,6/3/2023,6/26/2023,10/7/2023,1032,35087.31,Empty Description ,6/1/2023,6/1/2023
1033,9,8,27627,6350,12/1/2021,12/8/2021,10/20/2022,1033,38108.08,Empty Description ,12/29/2023,12/29/2023
1034,4,7,3534,6242,2/24/2022,3/8/2022,9/10/2022,1034,44108.87,Empty Description ,2/21/2022,2/21/2022
1035,5,3,27760,5852,5/19/2023,6/8/2023,2/20/2024,1035,24622.46,Empty Description ,12/3/2021,12/3/2021
1036,10,1,28172,2974,7/4/2023,7/12/2023,1/26/2024,1036,3862.71,Empty Description ,3/25/2022,3/25/2022
1037,4,8,25854,9628,12/11/2023,1/7/2024,4/16/2024,1037,36877.96,Empty Description ,12/22/2022,12/22/2022
1038,4,10,27910,3727,2/13/2024,3/4/2024,1/24/2025,1038,48694.41,Empty Description ,8/21/2023,8/21/2023
1039,6,2,5498,9098,1/21/2022,2/7/2022,7/30/2022,1039,40473.54,Empty Description ,10/23/2022,10/23/2022
1040,4,1,7882,7673,3/19/2022,4/14/2022,3/26/2023,1040,13959.08,Empty Description ,9/23/2023,9/23/2023
1041,5,4,8906,5994,9/28/2021,10/15/2021,3/20/2022,1041,31710.87,Empty Description ,6/26/2022,6/26/2022
1042,5,3,23249,4401,5/13/2022,5/18/2022,1/16/2023,1042,24301.47,Empty Description ,12/19/2023,12/19/2023
1043,2,6,19483,4832,5/4/2023,5/14/2023,9/5/2023,1043,2018.04,Empty Description ,9/3/2023,9/3/2023
1044,4,1,15973,9866,7/14/2021,7/23/2021,11/2/2021,1044,32127.93,Empty Description ,6/20/2022,6/20/2022
1045,6,9,12662,5365,12/14/2022,1/7/2023,4/9/2023,1045,44895.87,Empty Description ,8/1/2021,8/1/2021
1046,7,2,2558,7429,2/26/2024,3/9/2024,6/11/2024,1046,7118.68,Empty Description ,6/8/2021,6/8/2021
1047,2,3,10454,7952,8/15/2021,8/27/2021,1/27/2022,1047,10687.7,Empty Description ,7/10/2021,7/10/2021
1048,6,4,11256,7082,4/7/2022,4/29/2022,10/9/2022,1048,9729.11,Empty Description ,1/14/2022,1/14/2022
1049,3,9,20791,5107,9/15/2022,10/3/2022,5/10/2023,1049,31561.25,Empty Description ,10/14/2021,10/14/2021
1050,6,10,13035,5650,8/23/2021,8/31/2021,3/24/2022,1050,26696.63,Empty Description ,8/14/2022,8/14/2022
1051,3,1,4119,9376,1/19/2023,1/29/2023,10/16/2023,1051,4373.62,Empty Description ,1/2/2023,1/2/2023
1052,8,4,12738,4327,12/6/2023,12/27/2023,4/27/2024,1052,49149.83,Empty Description ,1/15/2023,1/15/2023
1053,5,9,24092,5987,1/30/2022,2/5/2022,8/26/2022,1053,33522.08,Empty Description ,8/24/2021,8/24/2021
1054,2,4,7119,8316,2/7/2024,2/17/2024,6/27/2024,1054,39710.73,Empty Description ,11/16/2023,11/16/2023
1055,8,4,19366,6732,10/27/2021,11/15/2021,9/15/2022,1055,18167.35,Empty Description ,10/28/2023,10/28/2023
1056,7,3,16906,2375,9/26/2023,10/16/2023,9/5/2024,1056,44283.49,Empty Description ,4/17/2022,4/17/2022
1057,9,4,9702,189,11/17/2022,12/16/2022,8/14/2023,1057,17154.21,Empty Description ,5/20/2021,5/20/2021
1058,3,2,18098,3437,6/28/2022,7/21/2022,4/13/2023,1058,21783.11,Empty Description ,12/17/2022,12/17/2022
1059,3,5,12409,1165,10/19/2023,11/13/2023,10/22/2024,1059,19756.81,Empty Description ,3/20/2024,3/20/2024
1060,3,1,14176,4427,6/26/2022,7/24/2022,7/16/2023,1060,14229.03,Empty Description ,4/5/2023,4/5/2023
1061,7,6,12242,2696,6/11/2023,6/16/2023,6/9/2024,1061,45502.92,Empty Description ,3/24/2023,3/24/2023
1062,2,3,17692,7667,4/27/2022,5/14/2022,9/16/2022,1062,33645.3,Empty Description ,4/12/2023,4/12/2023
1063,3,8,22305,184,3/18/2022,3/30/2022,7/24/2022,1063,34416.23,Empty Description ,6/6/2022,6/6/2022
1064,5,7,27216,9743,1/21/2022,2/15/2022,9/18/2022,1064,5932.93,Empty Description ,5/31/2022,5/31/2022
1065,7,10,29371,1948,2/11/2023,2/18/2023,1/5/2024,1065,30217.11,Empty Description ,5/24/2023,5/24/2023
1066,4,7,4796,5092,7/7/2022,7/19/2022,3/20/2023,1066,21012.63,Empty Description ,3/25/2022,3/25/2022
1067,1,1,18348,6973,11/25/2022,12/9/2022,3/11/2023,1067,38664.26,Empty Description ,9/5/2021,9/5/2021
1068,7,5,11688,1812,9/7/2023,10/1/2023,8/17/2024,1068,32148.33,Empty Description ,10/14/2022,10/14/2022
1069,8,3,21200,8770,11/15/2023,12/8/2023,5/23/2024,1069,8340.46,Empty Description ,12/31/2021,12/31/2021
1070,1,6,28115,4141,1/11/2024,1/26/2024,9/7/2024,1070,46689.62,Empty Description ,10/13/2022,10/13/2022
1071,8,7,14374,5402,9/11/2021,9/18/2021,6/1/2022,1071,31515.03,Empty Description ,4/1/2023,4/1/2023
1072,8,8,1965,220,11/19/2023,12/1/2023,4/29/2024,1072,29059.41,Empty Description ,7/27/2022,7/27/2022
1073,6,10,4719,6277,4/27/2023,5/12/2023,9/7/2023,1073,12954.28,Empty Description ,5/8/2021,5/8/2021
1074,2,2,9531,912,2/15/2022,2/22/2022,10/1/2022,1074,3986.46,Empty Description ,4/29/2023,4/29/2023
1075,8,4,23206,6367,12/23/2023,12/27/2023,5/25/2024,1075,43311.57,Empty Description ,12/5/2021,12/5/2021
1076,3,8,29383,6698,4/21/2023,4/28/2023,12/30/2023,1076,8842.69,Empty Description ,7/1/2022,7/1/2022
1077,2,3,10502,1477,2/5/2022,3/4/2022,2/1/2023,1077,24280.76,Empty Description ,5/3/2021,5/3/2021
1078,4,3,4453,8379,3/25/2024,4/21/2024,7/29/2024,1078,46868.02,Empty Description ,10/28/2021,10/28/2021
1079,10,10,4586,3750,1/29/2022,2/16/2022,8/11/2022,1079,35280.79,Empty Description ,11/27/2022,11/27/2022
1080,2,2,25858,704,6/29/2023,7/2/2023,6/15/2024,1080,44403.25,Empty Description ,6/23/2023,6/23/2023
1081,9,4,624,3095,4/19/2021,5/6/2021,4/16/2022,1081,46868.22,Empty Description ,8/18/2022,8/18/2022
1082,1,8,29021,5756,7/1/2022,7/16/2022,6/4/2023,1082,15508.27,Empty Description ,12/28/2021,12/28/2021
1083,6,2,13489,6312,3/8/2022,3/18/2022,11/5/2022,1083,12175.62,Empty Description ,12/17/2022,12/17/2022
1084,4,3,25436,2075,10/4/2022,10/19/2022,5/21/2023,1084,43770.12,Empty Description ,1/24/2024,1/24/2024
1085,10,6,23071,1298,3/20/2022,3/24/2022,12/7/2022,1085,44944.48,Empty Description ,7/13/2022,7/13/2022
1086,4,7,8526,9302,3/2/2023,3/31/2023,7/11/2023,1086,45932.71,Empty Description ,3/14/2022,3/14/2022
1087,2,10,1235,5876,9/1/2021,9/13/2021,4/9/2022,1087,25348.87,Empty Description ,12/3/2021,12/3/2021
1088,9,4,14312,7335,6/12/2023,7/6/2023,5/8/2024,1088,27665.38,Empty Description ,1/7/2024,1/7/2024
1089,2,9,5737,974,8/28/2022,9/19/2022,2/12/2023,1089,35142.85,Empty Description ,3/31/2023,3/31/2023
1090,7,8,6233,5326,3/28/2024,3/31/2024,12/12/2024,1090,49082.78,Empty Description ,1/22/2024,1/22/2024
1091,1,8,2786,161,10/22/2023,11/12/2023,3/12/2024,1091,28517.91,Empty Description ,1/3/2023,1/3/2023
1092,6,6,6524,5759,2/2/2022,2/9/2022,5/23/2022,1092,1399.98,Empty Description ,7/6/2021,7/6/2021
1093,7,10,27022,5971,6/21/2021,7/1/2021,6/12/2022,1093,13910.79,Empty Description ,3/26/2023,3/26/2023
1094,5,3,22058,7439,4/13/2021,4/23/2021,4/16/2022,1094,32304.62,Empty Description ,10/25/2022,10/25/2022
1095,1,7,267,1999,3/3/2023,3/17/2023,11/13/2023,1095,25883.25,Empty Description ,6/23/2021,6/23/2021
1096,6,6,12667,4266,7/19/2022,8/14/2022,2/25/2023,1096,10800.82,Empty Description ,7/15/2021,7/15/2021
1097,9,1,7511,6711,1/28/2024,2/10/2024,6/30/2024,1097,16414.67,Empty Description ,10/6/2021,10/6/2021
1098,1,3,14837,4061,2/18/2022,3/10/2022,12/29/2022,1098,10093.84,Empty Description ,10/9/2021,10/9/2021
1099,1,7,3606,5745,4/14/2021,4/24/2021,3/19/2022,1099,26099.36,Empty Description ,8/1/2022,8/1/2022
1100,7,8,8339,4409,12/19/2023,12/27/2023,11/2/2024,1100,5577.67,Empty Description ,4/14/2021,4/14/2021
1101,9,8,10396,6538,8/21/2023,9/5/2023,1/28/2024,1101,25642.56,Empty Description ,4/16/2021,4/16/2021
1102,3,6,16553,9908,11/28/2023,12/25/2023,4/16/2024,1102,27050.5,Empty Description ,4/29/2021,4/29/2021
1103,4,8,23407,3833,12/12/2021,12/20/2021,8/31/2022,1103,24898.22,Empty Description ,7/27/2022,7/27/2022
1104,4,7,10188,4307,3/7/2023,3/12/2023,10/6/2023,1104,8733.27,Empty Description ,5/17/2023,5/17/2023
1105,4,6,28006,9619,2/9/2023,3/2/2023,8/2/2023,1105,49300.71,Empty Description ,12/25/2022,12/25/2022
1106,7,2,28539,5923,11/28/2023,12/10/2023,7/8/2024,1106,20308.47,Empty Description ,11/25/2023,11/25/2023
1107,7,4,9167,6026,6/14/2023,6/26/2023,3/9/2024,1107,30446.83,Empty Description ,8/12/2021,8/12/2021
1108,2,7,15730,2441,10/24/2021,11/1/2021,7/19/2022,1108,2933.14,Empty Description ,3/18/2024,3/18/2024
1109,2,9,18132,2795,1/25/2024,2/22/2024,1/11/2025,1109,48370.2,Empty Description ,4/13/2021,4/13/2021
1110,2,10,3599,1409,5/21/2022,6/18/2022,2/10/2023,1110,12857.92,Empty Description ,10/6/2023,10/6/2023
1111,9,4,3477,6217,12/11/2021,12/23/2021,10/5/2022,1111,2314.6,Empty Description ,9/1/2023,9/1/2023
1112,6,3,28028,1487,4/10/2021,5/2/2021,4/12/2022,1112,4583.37,Empty Description ,10/24/2023,10/24/2023
1113,7,2,29215,6642,3/8/2023,3/9/2023,10/19/2023,1113,25146.54,Empty Description ,10/6/2021,10/6/2021
1114,7,5,825,9604,1/9/2024,2/4/2024,7/15/2024,1114,15864.44,Empty Description ,4/26/2023,4/26/2023
1115,9,5,759,1676,9/28/2022,10/16/2022,3/21/2023,1115,15184.67,Empty Description ,7/13/2023,7/13/2023
1116,2,4,25483,597,5/29/2021,6/26/2021,3/13/2022,1116,39631.93,Empty Description ,6/2/2022,6/2/2022
1117,4,4,23857,4584,11/18/2023,12/4/2023,3/22/2024,1117,3286.85,Empty Description ,6/20/2022,6/20/2022
1118,7,9,28804,7828,7/5/2022,7/26/2022,7/1/2023,1118,44773.31,Empty Description ,5/12/2023,5/12/2023
1119,8,4,7737,4339,9/27/2021,9/29/2021,4/17/2022,1119,22013.56,Empty Description ,12/21/2022,12/21/2022
1120,2,4,22296,1868,4/23/2023,5/21/2023,9/2/2023,1120,23884.07,Empty Description ,3/27/2023,3/27/2023
1121,4,3,9418,5130,10/12/2022,10/13/2022,8/17/2023,1121,48228.32,Empty Description ,12/10/2022,12/10/2022
1122,4,1,7551,5482,7/29/2022,8/2/2022,2/19/2023,1122,20192.07,Empty Description ,10/18/2023,10/18/2023
1123,8,7,2044,7468,10/30/2021,11/24/2021,9/22/2022,1123,20079.4,Empty Description ,5/16/2023,5/16/2023
1124,6,1,22310,5035,1/27/2023,2/12/2023,11/13/2023,1124,25681.22,Empty Description ,4/30/2021,4/30/2021
1125,1,7,8541,9651,2/16/2023,3/6/2023,8/6/2023,1125,29757.06,Empty Description ,2/2/2022,2/2/2022
1126,10,4,18724,5786,2/27/2022,3/4/2022,12/3/2022,1126,21576.46,Empty Description ,6/30/2023,6/30/2023
1127,2,10,14444,9566,5/6/2021,5/25/2021,1/22/2022,1127,20113.86,Empty Description ,6/10/2021,6/10/2021
1128,1,7,16715,1742,3/28/2024,4/23/2024,3/23/2025,1128,8151.7,Empty Description ,6/9/2022,6/9/2022
1129,6,3,15293,6501,11/6/2022,11/24/2022,11/11/2023,1129,21830.08,Empty Description ,4/21/2023,4/21/2023
1130,4,9,13044,9932,3/5/2024,3/28/2024,8/1/2024,1130,46.21,Empty Description ,6/11/2022,6/11/2022
1131,1,6,2712,4971,8/24/2021,9/19/2021,6/5/2022,1131,34917.86,Empty Description ,10/6/2023,10/6/2023
1132,6,6,10757,5866,4/2/2022,4/30/2022,10/24/2022,1132,31992.94,Empty Description ,3/19/2024,3/19/2024
1133,9,6,10100,1145,9/22/2022,10/3/2022,3/8/2023,1133,35706.6,Empty Description ,4/26/2023,4/26/2023
1134,9,8,7614,4207,5/5/2022,5/16/2022,4/28/2023,1134,38365.85,Empty Description ,5/3/2021,5/3/2021
1135,10,10,10644,7378,6/28/2022,6/30/2022,12/25/2022,1135,40113.55,Empty Description ,2/14/2024,2/14/2024
1136,6,4,26758,547,4/10/2021,4/29/2021,11/30/2021,1136,6648.3,Empty Description ,6/17/2021,6/17/2021
1137,7,1,19810,9284,12/2/2023,12/4/2023,9/11/2024,1137,6609.82,Empty Description ,6/6/2021,6/6/2021
1138,9,4,19092,3277,1/26/2022,2/3/2022,6/14/2022,1138,8283.53,Empty Description ,7/28/2023,7/28/2023
1139,3,8,6194,4887,2/20/2022,3/14/2022,8/6/2022,1139,32549.2,Empty Description ,11/24/2023,11/24/2023
1140,4,2,11472,3812,7/10/2022,8/3/2022,3/13/2023,1140,47237.29,Empty Description ,1/26/2023,1/26/2023
1141,5,3,19862,9868,8/7/2022,8/17/2022,1/10/2023,1141,41782.94,Empty Description ,1/29/2022,1/29/2022
1142,8,8,22948,7321,12/27/2022,12/29/2022,8/26/2023,1142,39581.87,Empty Description ,2/20/2024,2/20/2024
1143,7,9,6032,987,4/1/2023,4/6/2023,10/31/2023,1143,4661.82,Empty Description ,7/4/2021,7/4/2021
1144,6,8,20348,4747,2/21/2022,3/12/2022,6/18/2022,1144,8637.65,Empty Description ,5/13/2021,5/13/2021
1145,3,1,23502,3843,12/22/2021,1/1/2022,5/15/2022,1145,33182.51,Empty Description ,12/8/2023,12/8/2023
1146,7,6,8715,5507,8/28/2022,9/21/2022,6/22/2023,1146,6462.12,Empty Description ,12/17/2022,12/17/2022
1147,9,6,17319,861,9/1/2022,9/17/2022,5/30/2023,1147,27282.03,Empty Description ,1/3/2024,1/3/2024
1148,8,7,13586,6192,6/2/2022,6/14/2022,3/27/2023,1148,17702.58,Empty Description ,8/1/2023,8/1/2023
1149,9,5,9343,9606,11/29/2021,12/20/2021,8/25/2022,1149,10216.07,Empty Description ,7/1/2021,7/1/2021
1150,1,5,17438,3031,4/16/2023,5/9/2023,8/28/2023,1150,47213.3,Empty Description ,11/24/2023,11/24/2023
1151,5,10,21232,2958,12/21/2023,1/10/2024,7/7/2024,1151,33273.07,Empty Description ,6/12/2022,6/12/2022
1152,2,10,22250,5911,8/6/2021,8/28/2021,2/15/2022,1152,10759.69,Empty Description ,12/8/2021,12/8/2021
1153,5,3,16639,8811,6/17/2022,7/5/2022,11/30/2022,1153,3590.54,Empty Description ,7/22/2022,7/22/2022
1154,1,6,22177,1551,8/17/2023,8/31/2023,7/14/2024,1154,23001.64,Empty Description ,7/8/2021,7/8/2021
1155,6,4,8552,6825,2/25/2023,3/23/2023,2/27/2024,1155,44923.64,Empty Description ,12/22/2023,12/22/2023
1156,1,3,8760,4439,6/16/2023,6/27/2023,2/13/2024,1156,12387.05,Empty Description ,5/15/2022,5/15/2022
1157,1,8,14886,4674,3/19/2022,4/10/2022,10/25/2022,1157,3150.96,Empty Description ,2/14/2023,2/14/2023
1158,5,10,23062,4146,9/10/2021,10/5/2021,7/18/2022,1158,49783.56,Empty Description ,6/25/2021,6/25/2021
1159,10,8,20053,634,9/18/2022,9/30/2022,4/21/2023,1159,31756.08,Empty Description ,4/16/2022,4/16/2022
1160,8,6,8639,7574,5/21/2021,5/28/2021,4/8/2022,1160,32146.59,Empty Description ,5/1/2023,5/1/2023
1161,1,9,17965,93,8/22/2023,9/10/2023,12/19/2023,1161,27866.57,Empty Description ,6/29/2021,6/29/2021
1162,2,6,14582,3187,4/11/2021,5/2/2021,5/1/2022,1162,20381.43,Empty Description ,1/10/2024,1/10/2024
1163,7,3,6163,6568,4/23/2022,5/16/2022,1/23/2023,1163,36155.94,Empty Description ,7/12/2022,7/12/2022
1164,1,2,12200,5096,7/18/2021,7/21/2021,7/16/2022,1164,46444.96,Empty Description ,11/17/2022,11/17/2022
1165,1,10,10555,1821,11/22/2022,12/5/2022,7/16/2023,1165,5731.82,Empty Description ,10/8/2023,10/8/2023
1166,3,9,10396,4771,11/10/2022,11/26/2022,4/7/2023,1166,34439.38,Empty Description ,3/10/2024,3/10/2024
1167,9,7,13765,8479,11/6/2022,11/23/2022,8/30/2023,1167,5546.2,Empty Description ,12/20/2022,12/20/2022
1168,2,3,25419,4383,10/16/2021,10/25/2021,8/5/2022,1168,25029.39,Empty Description ,7/1/2022,7/1/2022
1169,10,7,22221,4226,7/5/2021,7/24/2021,1/7/2022,1169,6303.49,Empty Description ,6/27/2022,6/27/2022
1170,3,1,7915,2208,5/31/2021,6/17/2021,9/19/2021,1170,42081.12,Empty Description ,2/23/2022,2/23/2022
1171,8,9,10174,4345,5/20/2022,5/29/2022,9/27/2022,1171,31798.4,Empty Description ,9/27/2021,9/27/2021
1172,4,5,21040,475,9/23/2023,10/10/2023,4/20/2024,1172,6126.36,Empty Description ,7/14/2023,7/14/2023
1173,6,7,23385,213,7/11/2021,7/24/2021,1/5/2022,1173,32946.82,Empty Description ,6/14/2023,6/14/2023
1174,2,9,14379,9443,12/25/2021,12/29/2021,6/15/2022,1174,41482.91,Empty Description ,4/12/2021,4/12/2021
1175,6,1,2103,7014,7/23/2022,8/5/2022,2/18/2023,1175,11189.47,Empty Description ,5/19/2023,5/19/2023
1176,4,7,22426,8834,2/23/2024,3/1/2024,7/26/2024,1176,22242.18,Empty Description ,10/15/2021,10/15/2021
1177,9,6,7031,1114,5/21/2023,6/16/2023,5/15/2024,1177,37332.96,Empty Description ,8/28/2022,8/28/2022
1178,2,9,16247,8581,2/28/2024,3/24/2024,10/8/2024,1178,5713.38,Empty Description ,11/11/2022,11/11/2022
1179,10,4,11386,6454,1/4/2024,1/6/2024,6/10/2024,1179,20073.77,Empty Description ,9/3/2021,9/3/2021
1180,3,2,24652,4581,7/5/2022,7/22/2022,6/29/2023,1180,17340.55,Empty Description ,12/30/2023,12/30/2023
1181,9,8,14061,6150,6/14/2023,7/8/2023,5/12/2024,1181,36727.83,Empty Description ,2/24/2022,2/24/2022
1182,4,7,25521,9966,4/2/2023,4/9/2023,11/13/2023,1182,20548.23,Empty Description ,7/12/2022,7/12/2022
1183,7,7,16692,1241,6/2/2021,6/25/2021,6/21/2022,1183,37357.14,Empty Description ,5/7/2022,5/7/2022
1184,6,8,17424,7589,1/12/2024,1/21/2024,9/19/2024,1184,2428.13,Empty Description ,8/22/2022,8/22/2022
1185,7,2,12109,6211,6/15/2022,7/11/2022,7/8/2023,1185,41586.35,Empty Description ,9/7/2023,9/7/2023
1186,5,8,27642,3739,11/10/2023,11/24/2023,9/26/2024,1186,42287.01,Empty Description ,9/16/2023,9/16/2023
1187,3,5,14344,5450,5/27/2023,5/28/2023,5/7/2024,1187,12092,Empty Description ,8/2/2022,8/2/2022
1188,8,4,26357,8032,8/18/2023,8/29/2023,3/21/2024,1188,21779.88,Empty Description ,10/6/2022,10/6/2022
1189,10,6,1444,7193,7/12/2022,7/20/2022,11/27/2022,1189,46291.96,Empty Description ,1/25/2023,1/25/2023
1190,9,3,22341,1479,11/19/2022,11/20/2022,8/4/2023,1190,48887.31,Empty Description ,5/25/2023,5/25/2023
1191,10,7,6345,3608,8/15/2023,8/24/2023,7/29/2024,1191,42965.43,Empty Description ,6/11/2023,6/11/2023
1192,8,6,25513,4802,8/16/2022,8/20/2022,1/6/2023,1192,41812.15,Empty Description ,6/21/2022,6/21/2022
1193,10,9,11618,2186,2/8/2022,2/10/2022,10/16/2022,1193,23147.08,Empty Description ,3/1/2022,3/1/2022
1194,9,7,9563,8905,11/14/2023,11/26/2023,6/9/2024,1194,1529.27,Empty Description ,4/12/2023,4/12/2023
1195,5,8,8931,6157,11/24/2023,12/21/2023,7/13/2024,1195,25065.85,Empty Description ,3/8/2022,3/8/2022
1196,7,5,29293,8891,2/6/2024,2/26/2024,12/7/2024,1196,22680.59,Empty Description ,9/26/2021,9/26/2021
1197,2,7,27120,739,1/5/2024,1/29/2024,6/3/2024,1197,13287.82,Empty Description ,2/13/2022,2/13/2022
1198,3,8,6413,552,1/16/2022,1/24/2022,5/6/2022,1198,10715.55,Empty Description ,3/17/2022,3/17/2022
1199,6,7,29215,503,1/25/2024,2/10/2024,2/6/2025,1199,9314.42,Empty Description ,12/20/2022,12/20/2022
1200,3,4,3240,9199,4/14/2022,4/15/2022,4/5/2023,1200,7287.85,Empty Description ,5/28/2021,5/28/2021
1201,3,8,548,9816,6/28/2023,7/23/2023,12/4/2023,1201,44389.31,Empty Description ,6/26/2021,6/26/2021
1202,1,6,13858,4424,12/14/2023,1/6/2024,8/14/2024,1202,43701.87,Empty Description ,4/17/2023,4/17/2023
1203,4,4,6554,2201,11/13/2022,12/3/2022,9/21/2023,1203,12355.35,Empty Description ,4/25/2021,4/25/2021
1204,10,9,5047,2917,1/15/2023,2/9/2023,7/10/2023,1204,37653.45,Empty Description ,9/6/2021,9/6/2021
1205,6,8,5831,7333,6/19/2021,6/30/2021,12/2/2021,1205,26993.47,Empty Description ,7/13/2021,7/13/2021
1206,1,5,23782,5567,9/18/2023,9/22/2023,4/2/2024,1206,33594.57,Empty Description ,5/12/2022,5/12/2022
1207,7,10,18020,610,9/3/2022,9/28/2022,9/16/2023,1207,15678.72,Empty Description ,4/14/2022,4/14/2022
1208,5,5,22857,4755,11/3/2022,11/11/2022,3/7/2023,1208,36000.95,Empty Description ,10/8/2021,10/8/2021
1209,10,7,9199,2298,9/21/2022,9/25/2022,7/28/2023,1209,32414.46,Empty Description ,3/20/2024,3/20/2024
1210,7,6,29376,7329,5/13/2022,5/21/2022,5/6/2023,1210,38514.71,Empty Description ,11/18/2022,11/18/2022
1211,1,7,14201,1535,6/2/2021,6/8/2021,11/20/2021,1211,20464.37,Empty Description ,7/1/2022,7/1/2022
1212,9,9,27631,9322,7/16/2023,8/2/2023,6/28/2024,1212,49836.29,Empty Description ,3/8/2023,3/8/2023
1213,10,1,3927,2481,2/22/2022,3/21/2022,2/12/2023,1213,14188.65,Empty Description ,4/30/2022,4/30/2022
1214,1,3,7356,5399,4/15/2021,5/14/2021,3/3/2022,1214,7555.62,Empty Description ,5/6/2021,5/6/2021
1215,2,5,28783,4953,1/15/2024,1/27/2024,6/19/2024,1215,3635.71,Empty Description ,3/27/2024,3/27/2024
1216,2,5,10489,4443,8/8/2021,8/14/2021,3/9/2022,1216,15635.05,Empty Description ,7/12/2021,7/12/2021
1217,8,4,6474,8119,10/29/2023,11/25/2023,5/28/2024,1217,42498.13,Empty Description ,6/25/2021,6/25/2021
1218,7,5,27078,3666,12/23/2021,1/5/2022,8/12/2022,1218,22836.81,Empty Description ,11/7/2021,11/7/2021
1219,2,5,3266,4395,6/12/2022,6/21/2022,3/17/2023,1219,8947.76,Empty Description ,10/11/2021,10/11/2021
1220,6,4,16000,9596,9/14/2023,9/27/2023,5/23/2024,1220,11032.22,Empty Description ,6/25/2021,6/25/2021
1221,7,6,15213,1325,3/19/2023,4/17/2023,2/22/2024,1221,14373.01,Empty Description ,3/3/2022,3/3/2022
1222,10,7,2848,4159,8/28/2023,8/30/2023,4/6/2024,1222,43851.01,Empty Description ,9/18/2021,9/18/2021
1223,10,5,25712,933,12/4/2021,12/16/2021,11/26/2022,1223,928.98,Empty Description ,1/4/2023,1/4/2023
1224,7,3,1554,8272,8/24/2022,9/2/2022,4/3/2023,1224,9552.15,Empty Description ,12/5/2021,12/5/2021
1225,5,8,12304,5485,10/10/2023,10/25/2023,7/9/2024,1225,31072.6,Empty Description ,2/9/2024,2/9/2024
1226,1,2,25952,1308,11/7/2021,11/30/2021,8/10/2022,1226,17421.91,Empty Description ,11/2/2023,11/2/2023
1227,7,7,8095,4197,10/21/2021,11/8/2021,9/20/2022,1227,39816.67,Empty Description ,8/30/2021,8/30/2021
1228,8,1,16913,7709,7/26/2023,8/16/2023,5/22/2024,1228,9760.87,Empty Description ,6/6/2021,6/6/2021
